Number,Date,Sub-Channels,Comments,Sentiment,Sentan
1150,07/02/2024,Police Clearance Certificate,Thanks for your distinguished services,Happy,5
1151,07/02/2024,night work permit,Simple,Happy,5
1152,07/02/2024,night work permit,Always Need to Repat the Application. Google Grome Not Working .wasting of Time,Unhappy,1
1153,07/02/2024,detainee visit request,So smooth and Quickly Process no hassle. Thank you Dubai Police,Happy,5
1154,07/02/2024,Traffic Accident Report-  without Injuries,Vry Friendly App,Happy,5
1155,07/02/2024,Traffic Accident Report-  without Injuries,Thanks,Happy,5
1156,07/02/2024,Police Clearance Certificate,Thanks,Happy,5
1157,07/02/2024,Police Clearance Certificate,It was good,Happy,4
1158,07/02/2024,Certificate of Loss,Vry Good,Happy,4
1159,07/02/2024,night work permit,Good,Happy,4
1160,07/02/2024,Police Clearance Certificate,Good,Happy,4
1161,07/02/2024,Police Clearance Certificate,Service is good,Happy,4
1162,07/02/2024,Police Clearance Certificate,Great Service,Happy,5
1163,07/02/2024,Police Clearance Certificate,Happy,Happy,5
1164,07/02/2024,Police Clearance Certificate,"Genuine, Relief and Easy Access",Happy,5
1165,07/02/2024,Police Clearance Certificate,Good,Neutral,4
1166,07/02/2024,Police Clearance Certificate,Great Service,Happy,5
1167,07/02/2024,Police Clearance Certificate,Vry Easy,Happy,5
1168,07/02/2024,Police Clearance Certificate,Thank U,Happy,5
1169,07/02/2024,Certificate of Loss,Good,Happy,4
1170,07/02/2024,Certificate of To Whom It May Concern,Thanks,Happy,5
1171,07/02/2024,Police Clearance Certificate,Happy,Happy,5
1172,07/02/2024,Police Clearance Certificate,"May God protect you, and God will love you",Happy,5
1173,07/02/2024,detainee visit request,Its Quick Application Happy to use it.,Happy,5
1174,07/02/2024,Police Clearance Certificate,;)),Happy,5
1175,07/02/2024,Police Clearance Certificate,Nice Service,Happy,4
1176,07/02/2024,night work permit,All good,Happy,5
1177,07/02/2024,night work permit,Useful,Happy,4
1178,07/02/2024,Police Clearance Certificate,Good,Happy,4
1179,07/02/2024,night work permit,Its user Friendly,Happy,4
1180,07/02/2024,night work permit,I ll do it again laater,Unhappy,5
1181,07/02/2024,Police Clearance Certificate,Thank you,Happy,5
1182,07/02/2024,Police Clearance Certificate,We thank you for your good cooperation with us and facilitate procedures to obtain the best services through your website. We wish you more progress as you have returned to us.,Happy,5
1183,07/02/2024,Traffic Accident Report-  without Injuries,Thanks for easy service,Happy,5
1184,07/02/2024,Police Clearance Certificate,Love the Uae,Happy,5
1185,07/02/2024,Traffic Accident Report-  without Injuries,Happy for System,Happy,5
1186,07/02/2024,Police Clearance Certificate,Great,Happy,5
1187,07/02/2024,Police Clearance Certificate,Great as always.,Happy,5
1188,07/02/2024,Police Clearance Certificate,Simply The Best,Happy,5
1189,07/02/2024,Police Clearance Certificate,Keep it up !!,Happy,5
1190,07/02/2024,Bounced Cheque Report,Good,Happy,4
1191,07/02/2024,Police Clearance Certificate,"I Hope you Expeded My Application Becuse IT is a MATER of Urgence. Kind regards, Sagaren Pillai",Happy,5
1192,06/02/2024,Certificate of Loss,Vry Good,Happy,4
1193,06/02/2024,Traffic Accident Report-  without Injuries,Thank you,Happy,5
1194,06/02/2024,Police Clearance Certificate,nice,Happy,4
1195,06/02/2024,Traffic Accident Report - Unkown Party,Good,Happy,4
1196,06/02/2024,Police Clearance Certificate,Great Experience,Happy,5
1197,06/02/2024,Police Clearance Certificate,May I Get My PCC Very Fast if Possible,Happy,3
1198,06/02/2024,Certificate of Loss,Good Services,Happy,4
1199,06/02/2024,Certificate of Loss,Vry Good,Happy,4
1200,06/02/2024,Certificate of Loss,Marvoules,Happy,3
1201,06/02/2024,night work permit,Wow,Happy,5
1202,06/02/2024,Police Clearance Certificate,Excellent,Happy,5
1203,06/02/2024,Police Clearance Certificate,Fast Service,Happy,5
1204,06/02/2024,night work permit,Satisfied,Happy,4
1205,06/02/2024,Police Clearance Certificate,Vry Convenience on online,Happy,5
1206,06/02/2024,Traffic Accident Report-  without Injuries,Ok,Happy,3
1207,06/02/2024,Police Clearance Certificate,k,Happy,4
1208,06/02/2024,Certificate of Loss,Vry Good,Happy,4
1209,06/02/2024,Police Clearance Certificate,na,Happy,3
1210,06/02/2024,Police Clearance Certificate,Thanks for good services,Unhappy,5
1211,06/02/2024,Police Clearance Certificate,I love you all,Happy,5
1212,06/02/2024,Police Clearance Certificate,Keep Going,Happy,1
1213,06/02/2024,Traffic Accident Report - Unkown Party,Good,Happy,4
1214,06/02/2024,Police Clearance Certificate,Thanks,Happy,5
1215,06/02/2024,Police Clearance Certificate,Was Unrealistic Experience and Ease to Use,Happy,2
1216,06/02/2024,Traffic Accident Report-  without Injuries,Service Was Easy to Use,Happy,4
1217,06/02/2024,Police Clearance Certificate,Easy to Access and swift,Happy,5
1218,06/02/2024,Police Clearance Certificate,Fast and Easy Service,Happy,5
1219,06/02/2024,Traffic Accident Report-  without Injuries,Good,Happy,4
1220,06/02/2024,Certificate of Loss,Thank you,Happy,5
1221,06/02/2024,Police Clearance Certificate,Vry Good,Happy,4
1222,06/02/2024,Police Clearance Certificate,Excellent,Happy,5
1223,06/02/2024,Police Clearance Certificate,Too Expective for Noteing,Unhappy,2
1224,06/02/2024,Traffic Accident Report-  without Injuries,Excellent Service,Happy,5
1225,06/02/2024,Traffic Accident Report-  without Injuries,User Friendly,Happy,5
1226,06/02/2024,night work permit,nice,Happy,4
1227,06/02/2024,Police Clearance Certificate,Good,Happy,4
1228,06/02/2024,Police Clearance Certificate,Grerat,Happy,1
1229,06/02/2024,Police Clearance Certificate,Good,Happy,4
1230,06/02/2024,Police Clearance Certificate,Great Service,Happy,5
1231,06/02/2024,Police Clearance Certificate,Thank you very much,Happy,5
1232,06/02/2024,night work permit,Amazing,Happy,5
1233,06/02/2024,Police Clearance Certificate,Dubai Police App is the Best. Easy to Access and No Complications,Happy,5
1234,06/02/2024,Police Clearance Certificate,excellent,Happy,5
1235,06/02/2024,Certificate of Loss,Excellent,Happy,5
1236,06/02/2024,Police Clearance Certificate,Thanks,Happy,5
1237,06/02/2024,Certificate of Loss,Thanks,Happy,5
1238,06/02/2024,night work permit,Excellent Service,Happy,5
1239,06/02/2024,Certificate of Loss,Good,Happy,4
1240,06/02/2024,night work permit,Good,Happy,4
1241,06/02/2024,Police Clearance Certificate,Thank you!,Happy,5
1242,06/02/2024,Police Clearance Certificate,Thanks for the accuracy of communication,Happy,5
1243,06/02/2024,Police Clearance Certificate,Thank you,Happy,5
1244,06/02/2024,Certificate of Loss,Thank you Dubai Police,Happy,5
1245,06/02/2024,Police Clearance Certificate,Thank you,Happy,5
1246,06/02/2024,Certificate of Loss,Thank you very much,Happy,5
1247,06/02/2024,night work permit,Easy to Access Website and Easy to Navigate. Thank you Dubai Police,Happy,5
1248,06/02/2024,night work permit,Need R.,Unhappy,3
1249,06/02/2024,Traffic Accident Report - Unkown Party,Thank you for the polite and Kind Assistance.,Happy,5
1250,06/02/2024,Certificate of Loss,Vry Good,Happy,4
1251,06/02/2024,Police Clearance Certificate,Best Service,Happy,5
1252,06/02/2024,Police Clearance Certificate,Thanks,Happy,5
1253,06/02/2024,Police Clearance Certificate,Good Services,Happy,4
1254,06/02/2024,Certificate of Loss,Happy,Happy,5
1255,06/02/2024,Police Clearance Certificate,SATISFACTION and Very Happy.,Happy,5
1256,06/02/2024,Certificate of Loss,smooth,Happy,5
1257,06/02/2024,Certificate of Loss,Na,Happy,3
1258,06/02/2024,Police Clearance Certificate,Amazing,Happy,5
1259,06/02/2024,night work permit,Thanks,Happy,5
1260,06/02/2024,Certificate of Loss,There is a not an accented at Again we have to put all data Again..Time was,Unhappy,1
1261,06/02/2024,Police Clearance Certificate,Thank you,Happy,5
1262,06/02/2024,Traffic Accident Report-  without Injuries,Excellent Job,Happy,5
1263,06/02/2024,Certificate of Loss,I am a happy your said very much for your time cholle,Happy,5
1264,06/02/2024,Traffic Accident Report - Unkown Party,Excellent Service,Happy,5
1265,06/02/2024,Certificate of Loss,Good En,Happy,4
1266,06/02/2024,Police Clearance Certificate,"Great Service So Far Online, Thank you!",Happy,5
1267,06/02/2024,Police Clearance Certificate,Was Good and Easy Apply,Happy,4
1268,06/02/2024,Certificate of Loss,Good Services,Happy,4
1269,05/02/2024,Certificate of Loss,Cant Register Complain,Unhappy,3
1270,05/02/2024,detainee visit request,It s Taking long time to connect,Neutral,4
1271,05/02/2024,Police Clearance Certificate,Good,Neutral,4
1272,05/02/2024,Police Clearance Certificate,Thanks,Happy,5
1273,05/02/2024,Police Clearance Certificate,It was great,Happy,5
1274,05/02/2024,Police Clearance Certificate,Good,Happy,4
1275,05/02/2024,Certificate of Loss,Thank you,Happy,5
1276,05/02/2024,"Submit complaints ( labor, economic crime, electronic crime)",I can t do this work sir,Neutral,1
1277,05/02/2024,Certificate of Loss,System Download,Unhappy,4
1278,05/02/2024,Police Clearance Certificate,Vry Good Service,Happy,4
1279,05/02/2024,Certificate of Loss,Nice,Happy,4
1280,05/02/2024,Police Clearance Certificate,Service Was Easy and Undersandable,Happy,5
1281,05/02/2024,Police Clearance Certificate,Thank you so much,Happy,5
1282,05/02/2024,Police Clearance Certificate,"It can be definitely a Lot more Easier to use the site. Also, Not Sure Why I can simply use an international CREDIT CARD",Unhappy,3
1283,05/02/2024,Certificate of Loss,Think You for Such Service,Happy,5
1284,05/02/2024,Police Clearance Certificate,Good,Happy,4
1285,05/02/2024,Certificate of Loss,Vry Nice,Happy,4
1286,05/02/2024,Certificate of Loss,Good,Happy,4
1287,05/02/2024,night work permit,Happy to inform you that toy site is very fast and with the Limited Timeline I have initiated my permit request,Happy,5
1288,05/02/2024,night work permit,You are doing great work! Thank you!,Happy,5
1289,05/02/2024,night work permit,"Hi There! Will be great if I can pube numbers by copycats instead of type it for every person, the rest is is available, thank you",Neutral,5
1290,05/02/2024,Traffic Accident Report-  without Injuries,Excellent,Happy,5
1291,05/02/2024,Police Clearance Certificate,I love How is it is to accurate.,Happy,5
1292,05/02/2024,Bounced Cheque Report,Good Service in the World,Happy,5
1293,05/02/2024,Bounced Cheque Report,Thanks,Happy,5
1294,05/02/2024,Certificate of Loss,Thanks for the easy deal,Happy,5
1295,05/02/2024,Police Clearance Certificate,Easy to Assess,Happy,5
1296,05/02/2024,Police Clearance Certificate,Vry everyy and Quick,Happy,5
1297,05/02/2024,Certificate of Loss,good,Happy,4
1298,05/02/2024,Traffic Accident Report-  without Injuries,Fast and Easy,Happy,5
1299,05/02/2024,Police Clearance Certificate,Amazing !!,Happy,5
1300,05/02/2024,Request for payment by instalment method of the amount of traffic violations,Thanks,Happy,5
1301,05/02/2024,Police Clearance Certificate,Nice,Happy,4
1302,05/02/2024,Police Clearance Certificate,Good,Happy,4
1303,05/02/2024,Police Clearance Certificate,Great and Easy Service,Happy,5
1304,05/02/2024,Police Clearance Certificate,Vry Quick Services,Happy,5
1305,05/02/2024,night work permit,Vry Good Portal,Happy,4
1306,05/02/2024,night work permit,Good,Happy,4
1307,05/02/2024,night work permit,Good Service,Happy,4
1308,05/02/2024,"Submit complaints ( labor, economic crime, electronic crime)","I have no complaines Against Anyone. Just WhatsApp to know how to get out of this situation and work here Legally. Thank you",Happy,5
1309,05/02/2024,Police Clearance Certificate,kuk,Happy,3
1310,05/02/2024,Certificate of Loss,So easy to accurate and in one click you already reported your Lost Items.,Happy,5
1311,05/02/2024,Traffic Accident Report - Unkown Party,Brilliant,Happy,5
1312,05/02/2024,Certificate of Loss,"I love the service, verf",Happy,5
1313,05/02/2024,Police Clearance Certificate,Good Services,Happy,4
1314,05/02/2024,"Submit complaints ( labor, economic crime, electronic crime)",.,Happy,3
1315,05/02/2024,Police Clearance Certificate,Happy to use this site,Happy,5
1316,05/02/2024,Police Clearance Certificate,Thank you very much for the speed of achievement,Happy,5
1317,05/02/2024,Police Clearance Certificate,Vry Efficient,Happy,5
1318,05/02/2024,Request for payment by instalment method of the amount of traffic violations,Useful Service,Happy,4
1319,05/02/2024,Police Clearance Certificate,Happy With these Ease of Services,Happy,5
1320,05/02/2024,Police Clearance Certificate,Dubai is the best in service in the entire emirates,Happy,5
1321,05/02/2024,detainee visit request,God bless you,Happy,1
1322,05/02/2024,Police Clearance Certificate,I haad prumblems with reclusion the code on my phone to keep up. This Took 2 Days to Resolution.,Neutral,1
1323,05/02/2024,night work permit,Good,Happy,4
1324,05/02/2024,Police Clearance Certificate,Easy to use,Happy,5
1325,05/02/2024,Police Clearance Certificate,Excellent Experience,Happy,5
1326,05/02/2024,Police Clearance Certificate,Excellent,Happy,5
1327,05/02/2024,Police Clearance Certificate,Dubai is Always Number 1 in it.,Happy,5
1328,05/02/2024,night work permit,Please make easy eid entry Method,Happy,3
1329,05/02/2024,night work permit,The Process Not Completed Several Time at the End While Waiting OTP,Unhappy,2
1330,05/02/2024,Certificate of To Whom It May Concern,Very Doog,Happy,2
1331,05/02/2024,Police Clearance Certificate,Asual Excellent Dubai ...!,Happy,5
1332,05/02/2024,Police Clearance Certificate,Good,Happy,4
1333,05/02/2024,Traffic Accident Report - Unkown Party,Nothing,Happy,1
1334,05/02/2024,Police Clearance Certificate,Thank you for the Fast Service.,Happy,5
1335,05/02/2024,Police Clearance Certificate,"The site is wonderful ,,, thousand thanks for the services",Happy,5
1336,05/02/2024,Traffic clearance certificate,Good and Easy,Happy,5
1337,05/02/2024,Police Clearance Certificate,Good Services,Happy,4
1338,05/02/2024,Police Clearance Certificate,Good,Happy,4
1339,05/02/2024,night work permit,Vry Direction to use and also a Lot of Bugs in the Portal,Unhappy,3
1340,05/02/2024,Police Clearance Certificate,"Wallahi Very Good Service and Best Online Option ,,",Happy,5
1341,05/02/2024,Police Clearance Certificate,Happy,Happy,5
1342,05/02/2024,Police Clearance Certificate,Thank U,Happy,5
1343,05/02/2024,night work permit,Easy to Apply and Quick Approval,Happy,5
1344,05/02/2024,Certificate of Loss,Thank you,Happy,5
1345,05/02/2024,Traffic Accident Report - Unkown Party,Charges Should Be More Rational. 420 AED is Too Much.,Happy,2
1346,05/02/2024,Police Clearance Certificate,Great and Quick Service. Vry everyy to underrstand.,Happy,5
1347,05/02/2024,Police Clearance Certificate,Happy Customer,Happy,5
1348,05/02/2024,Certificate of Loss,nothing,Happy,1
1349,05/02/2024,Police Clearance Certificate,Gud,Happy,5
1350,05/02/2024,Police Clearance Certificate,Getting the Phone Number Verification Code Took Vry Long and Even Get The Code for the Payment.,Unhappy,5
1351,05/02/2024,Police Clearance Certificate,Thank you,Happy,5
1352,05/02/2024,Traffic Accident Report-  without Injuries,G,Happy,5
1353,05/02/2024,Police Clearance Certificate,Amazing and easy to use,Happy,5
1354,05/02/2024,Police Clearance Certificate,ok,Happy,3
1355,04/02/2024,Police Clearance Certificate,Thank you,Happy,5
1356,04/02/2024,Police Clearance Certificate,nice,Happy,4
1357,04/02/2024,Police Clearance Certificate,Thank you,Happy,5
1358,04/02/2024,Police Clearance Certificate,Good Service,Happy,4
1359,04/02/2024,Certificate of Loss,I M Happy Becuse Very Fast Make Online Vry Helpful Thank Dubai Police,Happy,5
1360,04/02/2024,Police Clearance Certificate,Good Job! Fast and Easy Access to Police CleAranCe Certificate.,Happy,5
1361,04/02/2024,Police Clearance Certificate,Easy Accessible,Happy,5
1362,04/02/2024,Police Clearance Certificate,good,Happy,4
1363,04/02/2024,night work permit,Love Dubai Police),Happy,5
1364,04/02/2024,Police Clearance Certificate,Perfect,Happy,5
1365,04/02/2024,Police Clearance Certificate,Reduce the price of fees,Neutral,3
1366,04/02/2024,night work permit,Fast Service,Happy,5
1367,04/02/2024,Police Clearance Certificate,Fast & Easy Service,Happy,5
1368,04/02/2024,Certificate of Loss,Good,Happy,4
1369,04/02/2024,Certificate of Loss,Hi,Happy,5
1370,04/02/2024,Police Clearance Certificate,Great,Neutral,5
1371,04/02/2024,Police Clearance Certificate,Delay in Receiving Opt Through Mobile,Neutral,1
1372,04/02/2024,Certificate of Loss,Ok,Happy,3
1373,04/02/2024,Traffic Accident Report - Unkown Party,Thanks,Happy,5
1374,04/02/2024,detainee visit request,Thank you all,Happy,5
1375,04/02/2024,Police Clearance Certificate,Nice,Happy,4
1376,04/02/2024,Police Clearance Certificate,Vry Friendly use,Happy,5
1377,04/02/2024,Traffic Accident Report - Unkown Party,.,Happy,3
1378,04/02/2024,Police Clearance Certificate,Great Service,Happy,5
1379,03/02/2024,Police Clearance Certificate,FFG,Happy,3
1380,03/02/2024,Certificate of Loss,Vry Good,Happy,4
1381,03/02/2024,Police Clearance Certificate,"Vry everyy and helpful Thank you",Happy,5
1382,03/02/2024,Police Clearance Certificate,Good,Happy,4
1383,03/02/2024,Traffic Accident Report - Unkown Party,Apple Pay Missed,Unhappy,1
1384,03/02/2024,Police Clearance Certificate,It was awesome!,Happy,5
1385,03/02/2024,Police Clearance Certificate,Great Job,Happy,5
1386,03/02/2024,Certificate of Loss,Good,Happy,4
1387,03/02/2024,Police Clearance Certificate,P,Happy,4
1388,03/02/2024,night work permit,Its more better now,Happy,3
1389,03/02/2024,night work permit,Good Portal,Happy,4
1390,03/02/2024,detainee visit request,IT easy and Fast,Happy,5
1391,03/02/2024,Traffic Accident Report-  without Injuries,Friendly user,Happy,4
1392,03/02/2024,Police Clearance Certificate,Yes,Neutral,5
1393,03/02/2024,Traffic Accident Report - Unkown Party,Vry Good,Happy,4
1394,03/02/2024,Police Clearance Certificate,Thank you .. very good service.,Happy,5
1395,03/02/2024,Police Clearance Certificate,Its Helpful Quick for Services,Happy,4
1396,03/02/2024,Police Clearance Certificate,Good,Happy,4
1397,03/02/2024,Police Clearance Certificate,"All good, dubai is the best)",Happy,5
1398,03/02/2024,Police Clearance Certificate,Easy Transaction,Happy,5
1399,03/02/2024,Certificate of Loss,Thanks,Happy,5
1400,03/02/2024,Police Clearance Certificate,Amazing!,Happy,5
1401,03/02/2024,Traffic Accident Report-  without Injuries,Thanks,Happy,5
1402,03/02/2024,Police Clearance Certificate,"I don t what a urid number - explain where to find it For Tadbeer I Dont Know it is Directora of Human Etc. etc.",Neutral,1
1403,03/02/2024,Traffic Accident Report - Unkown Party,Thank you Dubai Police,Happy,5
1404,03/02/2024,Police Clearance Certificate,Good,Happy,4
1405,03/02/2024,Traffic Accident Report-  without Injuries,Vry Good Access,Happy,4
1406,03/02/2024,Certificate of Loss,Its good,Happy,4
1407,03/02/2024,detainee visit request,I wish success and success for the greatest country in the world,Happy,5
1408,03/02/2024,Police Clearance Certificate,Scatter,Happy,1
1409,03/02/2024,Police Clearance Certificate,Thank you duba,Happy,5
1410,03/02/2024,Police Clearance Certificate,Kha,Happy,3
1411,03/02/2024,Police Clearance Certificate,Thank you,Happy,5
1412,03/02/2024,Police Clearance Certificate,Great,Happy,5
1413,03/02/2024,night work permit,Thanks,Happy,5
1414,03/02/2024,Police Clearance Certificate,WAITING For Responses with 24 Hours,Neutral,3
1415,03/02/2024,Traffic Accident Report - Unkown Party,Thanks for all your services,Happy,5
1416,03/02/2024,Police Clearance Certificate,It S Wordful Making Processes Easy,Happy,4
1417,03/02/2024,Traffic Accident Report - Unkown Party,Thanks to the UAE state for service,Happy,5
1418,03/02/2024,"Submit complaints ( labor, economic crime, electronic crime)",Nice,Happy,4
1419,03/02/2024,Police Clearance Certificate,It was Good Experince,Happy,4
1420,03/02/2024,Police Clearance Certificate,Extremely Easy To Use,Happy,5
1421,03/02/2024,Police Clearance Certificate,everything was good ...,Happy,4
1422,03/02/2024,"Submit complaints ( labor, economic crime, electronic crime)",I hop them will help me soon,Happy,4
1423,03/02/2024,Police Clearance Certificate,Vry Good,Happy,4
1424,03/02/2024,Police Clearance Certificate,Fine,Neutral,4
1425,03/02/2024,Police Clearance Certificate,Great,Happy,5
1426,02/02/2024,Police Clearance Certificate,I,Happy,5
1427,02/02/2024,Police Clearance Certificate,Wonderful,Happy,5
1428,02/02/2024,Certificate of Loss,OK,Happy,3
1429,02/02/2024,Police Clearance Certificate,WAITING for The Certificate,Happy,3
1430,02/02/2024,Request for payment by instalment method of the amount of traffic violations,Good,Happy,4
1431,02/02/2024,Traffic clearance certificate,Great,Happy,5
1432,02/02/2024,night work permit,Appreciated -),Happy,4
1433,02/02/2024,Certificate of Loss,Good Services,Happy,4
1434,02/02/2024,Certificate of Loss,Vry Good,Happy,4
1435,02/02/2024,Certificate of Loss,Love UAE,Happy,5
1436,02/02/2024,Police Clearance Certificate,Satisfied,Happy,4
1437,02/02/2024,Certificate of Loss,Good Services,Happy,4
1438,02/02/2024,Traffic Accident Report - Unkown Party,Good and save procese,Happy,5
1439,02/02/2024,night work permit,Best Service,Happy,5
1440,02/02/2024,night work permit,Easy to use,Happy,5
1441,02/02/2024,Police Clearance Certificate,As usual number one in everything,Happy,5
1442,02/02/2024,night work permit,There is an error solution invalid eid and invalid otp Even thou i used correct one. It consumed me 1 hr to start from Beginning Again Again.,Unhappy,1
1443,02/02/2024,night work permit,Vry Convinient,Happy,5
1444,02/02/2024,Police Clearance Certificate,Na,Happy,3
1445,02/02/2024,Certificate of Loss,Thank you for your service,Happy,5
1446,02/02/2024,Police Clearance Certificate,Vry Convenient Especially for Us who are Outside UAE,Happy,4
1447,02/02/2024,Police Clearance Certificate,Good Experience,Happy,4
1448,02/02/2024,Police Clearance Certificate,Thanks,Happy,5
1449,02/02/2024,Police Clearance Certificate,Excellent,Happy,5
1450,02/02/2024,night work permit,Amazing Service,Happy,5
1451,02/02/2024,night work permit,All good,Happy,5
1452,02/02/2024,Certificate of Loss,Sad,Unhappy,1
1453,02/02/2024,Police Clearance Certificate,Now I asked to left,Happy,1
1454,02/02/2024,"Submit complaints ( labor, economic crime, electronic crime)",Its nice,Happy,4
1455,02/02/2024,Police Clearance Certificate,Verre Easy and Fast,Happy,5
1456,02/02/2024,Police Clearance Certificate,Good,Happy,4
1457,02/02/2024,Certificate of Loss,Thanks,Neutral,5
1458,02/02/2024,Police Clearance Certificate,Ggd Service,Happy,5
1459,02/02/2024,night work permit,Some time we are not gave otp.,Happy,2
1460,02/02/2024,Police Clearance Certificate,Good,Happy,4
1461,02/02/2024,night work permit,Great,Happy,5
1462,02/02/2024,Police Clearance Certificate,Vry Good,Happy,4
1463,02/02/2024,Police Clearance Certificate,Vry Good Services,Neutral,4
1464,02/02/2024,Police Clearance Certificate,"Easiest Way of Service, Fast Result",Happy,5
1465,02/02/2024,Traffic Accident Report-  without Injuries,Thank you for everything,Happy,5
1466,02/02/2024,Police Clearance Certificate,Super,Happy,5
1467,02/02/2024,Police Clearance Certificate,Nice Service,Happy,4
1468,02/02/2024,Police Clearance Certificate,Nice Service,Happy,4
1469,02/02/2024,Certificate of Loss,Good,Happy,4
1470,02/02/2024,Police Clearance Certificate,Good,Happy,4
1471,02/02/2024,Police Clearance Certificate,It was a nice expervation.,Happy,4
1472,02/02/2024,Police Clearance Certificate,nice,Happy,4
1473,02/02/2024,Police Clearance Certificate,Good,Happy,4
1474,02/02/2024,night work permit,Easy to Access,Happy,5
1475,02/02/2024,Police Clearance Certificate,Great - Very Fast,Unhappy,5
1476,02/02/2024,night work permit,Fast and easy to use,Happy,5
1477,02/02/2024,Police Clearance Certificate,Easy and wonderful experience,Happy,5
1478,02/02/2024,night work permit,"Today S SY SY Experience Was Superb. No Delay I Got The Permit with A SECOND. Keep it up All The Best",Happy,5
1479,02/02/2024,Police Clearance Certificate,Thanks,Happy,5
1480,02/02/2024,"Submit complaints ( labor, economic crime, electronic crime)",Thanks to the United Arab Emirates,Happy,5
1481,02/02/2024,night work permit,Fast Service always,Happy,5
1482,02/02/2024,Traffic Accident Report - Unkown Party,All Round Except Service,Happy,3
1483,02/02/2024,night work permit,Good,Happy,4
1484,02/02/2024,Police Clearance Certificate,Vry Good,Happy,4
1485,02/02/2024,night work permit,Good,Happy,4
1486,02/02/2024,Police Clearance Certificate,Easy and Fast- Very Good,Happy,5
1487,02/02/2024,Police Clearance Certificate,Vry Quick and User Friendly Experience,Happy,5
1488,02/02/2024,Police Clearance Certificate,Thanks,Neutral,5
1489,02/02/2024,Police Clearance Certificate,Christtu states,Happy,5
1490,02/02/2024,Police Clearance Certificate,Thanks Alot for SAVING TIME,Happy,5
1491,02/02/2024,night work permit,Good One,Happy,4
1492,02/02/2024,Police Clearance Certificate,Thanks,Neutral,5
1493,02/02/2024,Police Clearance Certificate,Great Thanks,Happy,5
1494,02/02/2024,Police Clearance Certificate,"HAD TO TY 3 Times Bufferring Too Much",Unhappy,2
1495,02/02/2024,Traffic Accident Report - Unkown Party,"Fantastic Service! Straightforward and Simple,",Happy,5
1496,02/02/2024,Police Clearance Certificate,Thanks Really Apprecital,Happy,5
1497,02/02/2024,detainee visit request,Vry Good,Happy,4
1498,02/02/2024,Police Clearance Certificate,I am Happy With Online Service.,Happy,5
1499,02/02/2024,Police Clearance Certificate,Thank you so much!,Happy,5
1500,02/02/2024,Police Clearance Certificate,Please Give Me PCC,Happy,1
1501,02/02/2024,Police Clearance Certificate,Thank you,Happy,5
1502,02/02/2024,Police Clearance Certificate,Too Much Charges for Overseas,Neutral,2
1503,02/02/2024,Police Clearance Certificate,Too Much Charges,Neutral,2
1504,02/02/2024,Police Clearance Certificate,"Think You, please do my pcc as soon as posible. ))",Happy,5
1505,02/02/2024,Police Clearance Certificate,Good Service and Easy to Access,Happy,4
1506,02/02/2024,Police Clearance Certificate,Thanks for this easy online service,Happy,5
1507,02/02/2024,night work permit,Thanx,Happy,3
1508,02/02/2024,Police Clearance Certificate,Nice,Happy,4
1509,02/02/2024,Police Clearance Certificate,Good Service,Happy,4
1510,01/02/2024,Police Clearance Certificate,Great,Happy,5
1511,01/02/2024,night work permit,Amazing App Vry Easy to Use,Happy,5
1512,01/02/2024,Police Clearance Certificate,Vry Happy,Happy,5
1513,01/02/2024,night work permit,Very Fast,Happy,2
1514,01/02/2024,Police Clearance Certificate,Thank you so much for the service,Happy,5
1515,01/02/2024,Police Clearance Certificate,Happy,Happy,5
1516,01/02/2024,Police Clearance Certificate,Convinient and easy to use,Happy,5
1517,01/02/2024,Police Clearance Certificate,Happy,Happy,5
1518,01/02/2024,Police Clearance Certificate,I will like few texts (,Happy,2
1519,01/02/2024,Police Clearance Certificate,Thank you for the good service,Happy,5
1520,01/02/2024,Police Clearance Certificate,Good,Neutral,4
1521,01/02/2024,Police Clearance Certificate,"About Sectors, Who S Applying and Sector Names Or Something! Coz I Was Kind of Confused on What to Coose Singe I didn t Fall undider any Secrets Provid in the List. Thanks!",Neutral,3
1522,01/02/2024,Police Clearance Certificate,.,Happy,3
1523,01/02/2024,night work permit,Thank you!,Happy,5
1524,01/02/2024,Request for payment by instalment method of the amount of traffic violations,I M Very Happy,Happy,5
1525,01/02/2024,Police Clearance Certificate,"Fantastic Service. It is really steps ahead of the service in the region. Thanks",Happy,5
1526,01/02/2024,Police Clearance Certificate,Excellent,Happy,5
1527,01/02/2024,Police Clearance Certificate,Thanks,Happy,5
1528,01/02/2024,Traffic clearance certificate,Foreign Numbers ARNT Accepted,Neutral,1
1529,01/02/2024,Police Clearance Certificate,Good,Happy,4
1530,01/02/2024,Police Clearance Certificate,D,Happy,3
1531,01/02/2024,Police Clearance Certificate,Happy,Happy,5
1532,01/02/2024,Police Clearance Certificate,Verry Good and Professional,Happy,4
1533,01/02/2024,Police Clearance Certificate,We Need IMMIDITELY,Neutral,3
1534,01/02/2024,Traffic Accident Report-  without Injuries,Love you,Happy,5
1535,01/02/2024,Traffic Accident Report - Unkown Party,Thank you all,Happy,5
1536,01/02/2024,Certificate of Loss,Good Service,Happy,4
1537,01/02/2024,Police Clearance Certificate,Thank you,Happy,5
1538,01/02/2024,Police Clearance Certificate,Good,Happy,4
1539,01/02/2024,Police Clearance Certificate,Vry Good,Happy,4
